"day","time","simplifiedLongitude","simplifiedLatitude","date","incidentGroup","borough","ward","firstPumpTime","firstPumpStation","telefonicaGridId","footfall","score"
"Friday","21",0.069,51.478,2011-03-18,"Special Service","Greenwich","Woolwich",322,"Woolwich","1122333132123",17,0.04
"Friday","22",0.0675,51.475,2009-03-06,"Special Service","Greenwich","Woolwich",437,"Woolwich","1122333132123",13,0.04
"Friday","22",0.0675,51.475,2009-03-06,"Special Service","Greenwich","Woolwich",437,"Woolwich","1122333132123",30,0.05
"Friday","23",0.066,51.475,2013-03-29,"Fire","Greenwich","Woolwich",462,"Woolwich","1122333132123",10,0.04
"Friday","23",0.066,51.475,2013-03-29,"Fire","Greenwich","Woolwich",462,"Woolwich","1122333132123",26,0.05
"Friday","23",0.0705,51.478,2010-01-01,"Special Service","Greenwich","Woolwich",314,"Woolwich","1122333132123",10,0.04
"Friday","23",0.0705,51.478,2010-01-01,"Special Service","Greenwich","Woolwich",314,"Woolwich","1122333132123",26,0.05
"Friday","9",0.0675,51.477,2011-11-11,"False Alarm","Greenwich","Woolwich",355,"Woolwich","1122333132123",38,0.06
"Friday","9",0.0675,51.477,2011-11-11,"False Alarm","Greenwich","Woolwich",355,"Woolwich","1122333132123",13,0.04
"Friday","9",0.069,51.479,2012-04-20,"Special Service","Greenwich","Woolwich",356,"Woolwich","1122333132123",38,0.06
"Friday","9",0.069,51.479,2012-04-20,"Special Service","Greenwich","Woolwich",356,"Woolwich","1122333132123",13,0.04
"Monday","1",0.069,51.479,2011-01-03,"False Alarm","Greenwich","Woolwich",281,"Woolwich","1122333132123",15,0.04
"Monday","1",0.069,51.479,2011-01-03,"False Alarm","Greenwich","Woolwich",281,"Woolwich","1122333132123",17,0.05
"Monday","10",0.069,51.477,2012-01-02,"Fire","Greenwich","Woolwich",285,"Woolwich","1122333132123",41,0.06
"Monday","10",0.069,51.477,2012-01-02,"Fire","Greenwich","Woolwich",285,"Woolwich","1122333132123",31,0.06
"Monday","10",0.0675,51.475,2012-06-11,"Special Service","Greenwich","Woolwich",427,"Woolwich","1122333132123",41,0.06
"Monday","10",0.0675,51.475,2012-06-11,"Special Service","Greenwich","Woolwich",427,"Woolwich","1122333132123",31,0.05
"Monday","11",0.069,51.478,2012-05-14,"Special Service","Greenwich","Woolwich",559,"Woolwich","1122333132123",40,0.05
"Monday","11",0.069,51.478,2012-05-14,"Special Service","Greenwich","Woolwich",559,"Woolwich","1122333132123",40,0.05
"Monday","15",0.066,51.475,2011-06-13,"False Alarm","Greenwich","Woolwich",1048,"Woolwich","1122333132123",42,0.05
"Monday","15",0.066,51.475,2011-06-13,"False Alarm","Greenwich","Woolwich",1048,"Woolwich","1122333132123",42,0.05
"Monday","16",0.069,51.476,2011-05-16,"Fire","Greenwich","Woolwich",566,"Plumstead","1122333132123",43,0.05
"Monday","16",0.069,51.476,2011-05-16,"Fire","Greenwich","Woolwich",566,"Plumstead","1122333132123",42,0.05
"Monday","16",0.069,51.479,2010-07-12,"Fire","Greenwich","Woolwich",295,"Woolwich","1122333132123",43,0.06
"Monday","16",0.069,51.479,2010-07-12,"Fire","Greenwich","Woolwich",295,"Woolwich","1122333132123",42,0.06
"Monday","16",0.069,51.479,2011-10-17,"False Alarm","Greenwich","Woolwich",277,"Woolwich","1122333132123",43,0.06
"Monday","16",0.069,51.479,2011-10-17,"False Alarm","Greenwich","Woolwich",277,"Woolwich","1122333132123",42,0.06
"Monday","17",0.0675,51.477,2011-08-01,"Special Service","Greenwich","Woolwich",423,"Woolwich","1122333132123",41,0.06
"Monday","17",0.0675,51.477,2011-08-01,"Special Service","Greenwich","Woolwich",423,"Woolwich","1122333132123",46,0.06
"Monday","19",0.069,51.479,2009-04-20,"Special Service","Greenwich","Woolwich",232,"Woolwich","1122333132123",40,0.06
"Monday","19",0.069,51.479,2009-04-20,"Special Service","Greenwich","Woolwich",232,"Woolwich","1122333132123",42,0.06
